51201;Papua;Kabupaten Merauke;Kimaam;Purawanderu;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51202;Papua;Kabupaten Merauke;Kimaam;Sabudon;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51203;Papua;Kabupaten Merauke;Kimaam;Teri;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51204;Papua;Kabupaten Merauke;Kimaam;Turiram;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51205;Papua;Kabupaten Merauke;Kimaam;Umanderu;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51206;Papua;Kabupaten Merauke;Kimaam;Wanam Kem;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51207;Papua;Kabupaten Merauke;Kimaam;Webu;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51208;Papua;Kabupaten Merauke;Kimaam;Woner;99655;143000;REpKMjA0MDc=;KIMAAM,MERAUKE
51209;Nusa Tenggara Barat (NTB);Kabupaten Dompu;Kilo;Kiwu;84252;71000;QU1JMjAyMDM=;KILO,DOMPU
51210;Nusa Tenggara Barat (NTB);Kabupaten Dompu;Kilo;Kramat 2 (Keramat);84252;71000;QU1JMjAyMDM=;KILO,DOMPU
51211;Nusa Tenggara Barat (NTB);Kabupaten Dompu;Kilo;Lasi;84252;71000;QU1JMjAyMDM=;KILO,DOMPU
51212;Nusa Tenggara Barat (NTB);Kabupaten Dompu;Kilo;Malaju;84252;71000;QU1JMjAyMDM=;KILO,DOMPU
51213;Nusa Tenggara Barat (NTB);Kabupaten Dompu;Kilo;Mbuju;84252;71000;QU1JMjAyMDM=;KILO,DOMPU
51214;Nusa Tenggara Barat (NTB);Kabupaten Dompu;Kilo;Taropo;84252;71000;QU1JMjAyMDM=;KILO,DOMPU
51215;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Afang Defol;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51216;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Afang Kota;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51217;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Bitorik;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51218;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Gunak;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51219;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Kamar;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51220;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Kilmury;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51221;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Kumelang;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51222;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Mising;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51223;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Nekan;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51224;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Selor;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51225;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Sumbawa;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51226;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Taa;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51227;Maluku;Kabupaten Seram Bagian Timur;Kilmury;Undur;97594;170000;QU1RMjA3MDM=;SERAM TIMUR,DATARAN HUNIMOA
51228;Papua;Kabupaten Nduga;Kilmid;Gemam;99564;;;
51229;Papua;Kabupaten Nduga;Kilmid;Kilmid;99564;;;
51230;Papua;Kabupaten Nduga;Kilmid;Puruwa;99564;;;
51231;Papua;Kabupaten Nduga;Kilmid;Yutpul;99564;;;
51232;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Babat Lama;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51233;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Batu Urip;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51234;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Binjai;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51235;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Bunga Mas;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51236;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Cecar;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51237;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Cempaka Sakti;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51238;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Datar Serdang;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51239;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Gedung Agung;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51240;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Gelumbang;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51241;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Gunung Aji;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51242;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Gunung Karto;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51243;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Gunung Kembang;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51244;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Karang Endah;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51245;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Kencana Sari;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51246;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Linggar Jaya;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51247;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Lubuk Kuta;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51248;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Lubuk Layang Ilir;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51249;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Lubuk Layang Ulu;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51250;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Lubuk Nambulan;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51251;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Lubuk Tampang;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51252;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Marga Mulia;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51253;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Muara Danau;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51254;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Muara Empayang;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51255;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Paduraksa;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51256;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Petikal Baru;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51257;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Petikal Lama;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51258;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Purwa Raja;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51259;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Sendawar;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51260;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Seronggo;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51261;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Sukoharjo;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51262;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Tanda Raja;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51263;Sumatera Selatan;Kabupaten Lahat;Kikim Timur;Tanjung Bindu;31452;42000;UExNMjAzMjA=;KIKIM TIMUR, LAHAT
51264;Sumatera Selatan;Kabupaten Lahat;Kikim Tengah;Banyumas;31452;42000;UExNMjAzMTk=;KIKIM TENGAH, LAHAT
51265;Sumatera Selatan;Kabupaten Lahat;Kikim Tengah;Kepala Siring;31452;42000;UExNMjAzMTk=;KIKIM TENGAH, LAHAT
