15500;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Belanti;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15501;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Berkat;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15502;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Bungin Tinggi;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15503;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Mangun Jaya;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15504;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Pantai;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15505;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Pematang Buluran;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15506;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Penyandingan;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15507;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Rawang Besar;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15508;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Rengas Pitu;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15509;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Serdang Menang;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15510;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Sirah Pulau Padang;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15511;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Sukaraja;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15512;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Tanjung Alai;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15513;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Terate;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15514;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Terusan Menang;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15515;Sumatera Selatan;Kabupaten Ogan Komering Ilir;Sirah Pulau Padang;Ulak Jermun;30652;42000;UExNMjAyMDc=;SIRAH PULAU PADANG,KAYUAGUNG
15516;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Berdefan;97664;;;
15517;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Goda Goda;97664;;;
15518;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Gomsey;97664;;;
15519;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Kolaha;97664;;;
15520;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Langhalau;97664;;;
15521;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Leiting;97664;;;
15522;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Mohongsel;97664;;;
15523;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Wafan;97664;;;
15524;Maluku;Kabupaten Kepulauan Aru;Sir-Sir;Waiful (Waifual);97664;;;
15525;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Utara;Betumonga (Beutomonga);25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15526;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Utara;Bukit Pamewa;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15527;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Utara;Gosooinan (Goisooinan);25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15528;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Utara;Sido Makmur;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15529;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Utara;Sipora Jaya;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15530;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Utara;Tuapejat;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15531;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Selatan;Beriulou;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15532;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Selatan;Bosua;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15533;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Selatan;Mara;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15534;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Selatan;Matobek;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15535;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Selatan;Nem-Nem Leleu;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15536;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Selatan;Saureinuk;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15537;Sumatera Barat;Kabupaten Kepulauan Mentawai;Sipora Selatan;Sioban;25392;45000;UERHMjE0MDU=;SIPORA,TUAPEJAT
15538;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Huta Raja;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15539;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Huta Raja Hasundutan;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15540;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Hutauruk;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15541;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Hutauruk Hasundutan (Hutaraja Simanungkalit);22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15542;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Lobusingkam;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15543;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Pagar Batu;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15544;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Rura Julu Dolok;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15545;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Rura Julu Toruan;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
15546;Sumatera Utara;Kabupaten Tapanuli Utara;Sipoholon;Simanungkalit;22452;50000;TUVTMjEwMTQ=;SIPOHOLON,TARUTUNG
